                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    184,                 1.4826,                 4.3924,                0.38951,                 2.8253,                 1.8025,                0.18854,                0.77863,                0.59329,                0.32877,                0.12384,                0.51145,                0.34431,                0.10732,                   1.63,                 4.4608,                0.18005,                  2.906,                 2.0689,              0.0007922,              0.0007922,              0.0007922
                    185,                  1.378,                 4.4384,                 0.3412,                 2.9421,                 1.7151,                0.17147,                 0.8626,                0.59523,                0.32642,                0.11077,                0.55725,                0.29054,                 0.0852,                 1.6208,                 4.4998,                0.18119,                 2.7836,                  2.088,              0.0007856,              0.0007856,              0.0007856
                    186,                 1.4099,                 4.5264,                0.35174,                 2.8611,                  1.742,                0.16427,                0.87023,                0.63374,                0.33676,                0.11095,                0.58779,                0.34044,                0.08504,                 1.5645,                 4.4655,                0.17236,                 2.7357,                 2.0351,               0.000779,               0.000779,               0.000779
                    187,                 1.4315,                 4.1947,                0.34136,                 2.9421,                 1.7254,                0.14598,                0.81679,                0.60012,                0.34109,                0.09413,                0.52672,                0.29212,                0.07724,                 1.5856,                 4.4189,                0.17744,                 2.7913,                 2.0555,              0.0007724,              0.0007724,              0.0007724
                    188,                 1.2803,                 4.2015,                0.31428,                 2.7606,                 1.5822,                0.26724,                0.70992,                0.59631,                0.34289,                0.18391,                0.48855,                0.32375,                0.09651,                 1.5832,                 4.4168,                0.19033,                 3.2494,                 2.0638,              0.0007658,              0.0007658,              0.0007658
                    189,                 1.4068,                 4.4082,                0.37776,                 2.8775,                 1.7429,                   0.18,                0.82443,                0.60751,                0.33824,                0.11333,                0.51908,                0.30212,                0.07856,                 1.5895,                 4.4554,                0.19187,                 2.8092,                 2.0871,              0.0007592,              0.0007592,              0.0007592
                    190,                  1.337,                 4.0587,                 0.3349,                 2.7586,                 1.6505,                0.19103,                0.74809,                0.58499,                0.33811,                 0.1306,                0.51145,                0.36157,                0.09571,                 1.6207,                 4.4968,                0.18682,                 3.2104,                  2.069,              0.0007526,              0.0007526,              0.0007526
                    191,                 1.4007,                 4.3459,                 0.3604,                 2.8619,                 1.6828,                 0.1402,                 0.8626,                0.61255,                0.34164,                0.08685,                0.53435,                0.25445,                0.07258,                 1.6017,                 4.5078,                0.17737,                   2.67,                 2.0779,               0.000746,               0.000746,               0.000746
                    192,                 1.3597,                 4.2041,                0.36518,                  2.741,                 1.7134,                0.25131,                0.73282,                0.57956,                0.33618,                0.15445,                0.45038,                0.28484,                0.08717,                 1.6416,                 4.4821,                0.19659,                 3.1742,                 2.0859,              0.0007394,              0.0007394,              0.0007394
                    193,                 1.4136,                 4.3994,                0.31497,                 2.7652,                 1.7411,                 0.3311,                0.74046,                 0.6056,                0.34593,                0.24313,                0.43511,                 0.3191,                0.10509,                 1.5928,                 4.3563,                0.18835,                  2.572,                  2.015,              0.0007328,              0.0007328,              0.0007328
                    194,                 1.3209,                 4.0399,                0.33647,                  2.759,                  1.634,                0.30094,                0.66412,                0.60376,                0.34276,                0.36051,                0.45038,                0.37242,                0.12188,                 1.6265,                 4.4825,                0.17938,                 2.9441,                 2.0813,              0.0007262,              0.0007262,              0.0007262
                    195,                 1.3139,                 4.1204,                0.34626,                 2.7281,                 1.5713,                0.24198,                0.74809,                0.60931,                0.34509,                0.15309,                0.47328,                 0.3248,                0.10608,                 1.6927,                 4.5503,                0.19568,                 3.1252,                 2.1261,              0.0007196,              0.0007196,              0.0007196
                    196,                 1.2666,                 4.1322,                0.34429,                 2.7264,                 1.5716,                0.16772,                0.80916,                0.53772,                0.29207,                0.10285,                0.49618,                0.23956,                0.07115,                 1.6898,                 4.5288,                0.21883,                 3.0558,                 2.1249,               0.000713,               0.000713,               0.000713
                    197,                 1.4516,                 4.4961,                0.35615,                 2.6975,                 1.7556,                0.15994,                0.81679,                0.58459,                0.33235,                0.10912,                0.55725,                0.34037,                0.08844,                 1.6291,                 4.3804,                0.19958,                 2.6916,                 2.0838,              0.0007064,              0.0007064,              0.0007064
                    198,                 1.4321,                 4.5012,                 0.3749,                 2.7997,                 1.6768,                0.18864,                0.78626,                0.63419,                0.36547,                0.13004,                0.54198,                0.38271,                0.11575,                 1.5933,                 4.4152,                0.19923,                 2.7435,                 2.0211,              0.0006998,              0.0006998,              0.0006998
                    199,                 1.2374,                 4.0376,                0.35127,                 2.7617,                 1.5492,                0.24872,                0.74046,                0.56709,                0.31522,                0.16667,                0.49618,                0.28779,                0.08108,                 1.6382,                  4.471,                0.18999,                 3.0651,                 2.1003,              0.0006932,              0.0006932,              0.0006932
                    200,                  1.448,                 4.3397,                0.35787,                 2.8919,                 1.7478,                0.16517,                0.83969,                0.61939,                0.34745,                0.10811,                0.54962,                 0.3221,                0.10041,                 1.5951,                 4.4026,                 0.1893,                 2.6556,                 2.0511,              0.0006866,              0.0006866,              0.0006866
                    201,                 1.3858,                 4.1913,                0.35808,                  2.898,                 1.6772,                0.20648,                0.77863,                0.54116,                0.31092,                0.13563,                0.51145,                0.26502,                0.07867,                 1.6537,                 4.4272,                0.18724,                 3.0613,                  2.061,                0.00068,                0.00068,                0.00068
                    202,                 1.3574,                 4.3608,                0.33972,                 2.8395,                 1.6988,                0.15686,                0.85496,                0.60828,                0.35389,                0.10084,                0.54962,                0.35007,                0.10023,                 1.5709,                 4.3913,                0.17956,                 2.6543,                  2.058,              0.0006734,              0.0006734,              0.0006734
                    203,                 1.4438,                 4.7079,                0.36333,                 2.6402,                 1.8074,                0.14897,                0.82443,                0.57918,                0.34196,                0.24168,                0.39695,                0.30675,                 0.0981,                 1.5326,                 4.4517,                   0.18,                 2.7373,                   2.04,              0.0006668,              0.0006668,              0.0006668
                    204,                 1.3646,                 4.4218,                0.36082,                 2.5868,                 1.7526,                0.43433,                0.62595,                0.59817,                0.36189,                0.34646,                0.43511,                0.32238,                0.09741,                 1.5772,                 4.4219,                 0.1923,                 2.7805,                 2.0452,              0.0006602,              0.0006602,              0.0006602
                    205,                 1.2915,                 4.0258,                 0.3146,                 2.7624,                 1.6141,                0.17521,                0.80916,                0.56403,                0.33282,                0.24666,                0.41221,                0.28142,                0.08709,                 1.5979,                 4.4859,                 0.1887,                 2.9265,                 2.0543,              0.0006536,              0.0006536,              0.0006536
                    206,                 1.3758,                 4.3068,                0.37148,                 2.6813,                 1.7195,                0.37303,                0.74046,                0.61359,                0.35749,                0.32004,                0.42748,                0.30884,                0.09103,                 1.5553,                 4.4035,                0.17277,                 2.5269,                 2.0366,               0.000647,               0.000647,               0.000647
                    207,                  1.337,                 4.4276,                0.37831,                 2.7004,                 1.6691,                 0.1883,                0.78626,                0.54153,                0.32255,                0.11883,                0.49618,                0.25991,                0.07536,                 1.5279,                 4.4789,                0.19353,                 2.8273,                 2.0273,              0.0006404,              0.0006404,              0.0006404
                    208,                 1.3245,                 4.3536,                 0.3632,                 2.5644,                 1.7037,                0.50322,                0.61087,                0.60548,                0.34376,                0.32086,                 0.3895,                0.29183,                 0.0851,                 1.6836,                  4.459,                0.18988,                 2.5811,                 2.1217,              0.0006338,              0.0006338,              0.0006338
                    209,                 1.3019,                 4.2976,                0.34235,                 2.9278,                 1.5946,                0.24939,                0.77863,                0.61758,                0.35895,                0.14425,                0.45038,                0.29223,                0.08815,                 1.6515,                 4.3603,                 0.1926,                 3.0429,                 2.0686,              0.0006272,              0.0006272,              0.0006272
                    210,                 1.2805,                 4.3673,                0.36077,                 2.8627,                 1.6012,                0.25377,                0.77099,                0.60005,                0.35564,                0.15327,                0.46565,                0.32324,                0.09647,                 1.5844,                 4.3256,                0.18455,                 3.0604,                 2.0034,              0.0006206,              0.0006206,              0.0006206
                    211,                 1.3221,                 4.3417,                0.35105,                 2.7299,                 1.6438,                0.31938,                0.75573,                0.51705,                0.29041,                0.07568,                0.57252,                0.20408,                0.05235,                 1.5666,                 4.4334,                0.18348,                 2.5031,                 2.0011,               0.000614,               0.000614,               0.000614
                    212,                 1.2299,                 3.9963,                0.34133,                 2.7491,                 1.5646,                0.26891,                0.73282,                0.57148,                0.32852,                0.16807,                0.45802,                0.26083,                0.07741,                  1.661,                 4.5379,                 0.1894,                 3.2598,                 2.0871,              0.0006074,              0.0006074,              0.0006074
                    213,                 1.3746,                 4.2609,                 0.3402,                 2.6889,                 1.6544,                0.24935,                0.73282,                0.55717,                 0.3289,                0.14805,                0.43511,                0.26449,                0.07794,                 1.6258,                 4.5298,                0.19212,                 3.2621,                 2.0343,              0.0006008,              0.0006008,              0.0006008
                    214,                 1.3641,                 4.1938,                0.37983,                 2.7551,                 1.6734,                0.18978,                0.79389,                0.52076,                0.29099,                0.11496,                0.48092,                0.21555,                0.06211,                 1.6166,                 4.4813,                0.18143,                  2.876,                 2.0329,              0.0005942,              0.0005942,              0.0005942
                    215,                 1.3671,                 4.5561,                0.36915,                 2.6009,                 1.6537,                0.24523,                0.68702,                0.59857,                0.34712,                0.16621,                0.46565,                0.35295,                0.10649,                 1.6198,                 4.4612,                0.18285,                 3.1814,                  2.069,              0.0005876,              0.0005876,              0.0005876
                    216,                 1.3716,                  4.343,                0.34155,                 2.7496,                 1.6776,                 0.4297,                0.62118,                0.60207,                0.34759,                0.30099,                0.43511,                0.29474,                 0.0849,                 1.5895,                 4.4464,                0.17591,                 2.7891,                   2.04,               0.000581,               0.000581,               0.000581
                    217,                 1.2516,                 4.1428,                0.33825,                 2.8141,                 1.5608,                0.20085,                0.72519,                0.56467,                0.34038,                0.14376,                0.51908,                0.36701,                0.10453,                 1.6405,                 4.2889,                0.18487,                 3.1173,                 2.0462,              0.0005744,              0.0005744,              0.0005744
                    218,                 1.3525,                 4.5976,                0.37892,                 2.7676,                 1.6636,                0.21319,                0.74046,                0.51158,                 0.2978,                0.13407,                0.46565,                0.25637,                0.07088,                 1.5933,                 4.3422,                0.18835,                 3.2098,                 2.0154,              0.0005678,              0.0005678,              0.0005678
                    219,                 1.3511,                 4.6044,                0.34807,                 2.6172,                  1.664,                 0.2123,                0.81679,                 0.5828,                0.34657,                  0.125,                0.48092,                0.29391,                0.07875,                 1.5989,                 4.4148,                0.19477,                 2.7923,                 2.0299,              0.0005612,              0.0005612,              0.0005612
                    220,                 1.3249,                 4.4632,                0.35029,                 2.4851,                  1.705,                0.45746,                0.64122,                0.59538,                0.34111,                0.34551,                0.41221,                0.31078,                0.10186,                 1.6106,                 4.3903,                0.17966,                  2.699,                 2.0736,              0.0005546,              0.0005546,              0.0005546
                    221,                 1.2348,                 4.1332,                0.34322,                 2.6027,                 1.6297,                0.74049,                0.48855,                0.60864,                0.34987,                0.53531,                0.29771,                0.33571,                 0.1002,                 1.6365,                 4.4361,                0.17629,                 2.5805,                 2.0778,               0.000548,               0.000548,               0.000548
                    222,                 1.3746,                 4.1119,                0.34629,                 2.6922,                 1.6314,                0.27348,                0.75573,                0.58506,                0.33077,                0.16851,                0.46565,                0.30163,                0.09438,                 1.6524,                 4.4325,                0.17977,                 3.0478,                 2.0682,              0.0005414,              0.0005414,              0.0005414
                    223,                 1.4085,                 4.4937,                0.36306,                 2.7567,                 1.6501,                0.23419,                0.76336,                0.61154,                0.34749,                 0.1452,                0.47328,                0.29985,                0.10453,                 1.6516,                 4.4729,                 0.2076,                 2.8916,                 2.0661,              0.0005348,              0.0005348,              0.0005348
                    224,                 1.3462,                 4.0827,                0.32887,                 2.7678,                 1.6043,                0.20985,                0.74809,                0.50902,                0.29936,                0.13276,                0.47328,                 0.2313,                0.06835,                  1.686,                 4.6171,                0.20811,                 3.0567,                 2.0688,              0.0005282,              0.0005282,              0.0005282
                    225,                  1.295,                  4.154,                0.33811,                  2.748,                  1.615,                0.18797,                0.76336,                 0.5553,                0.33551,                 0.1203,                0.48855,                0.24072,                0.06649,                 1.6265,                 4.5108,                0.18964,                 2.8671,                 2.0474,              0.0005216,              0.0005216,              0.0005216
                    226,                 1.2973,                 4.2299,                0.35363,                 2.7023,                 1.6223,                0.17219,                0.79389,                0.51811,                0.29724,                0.10762,                0.49618,                 0.2126,                0.05816,                  1.632,                  4.492,                0.18192,                 2.8142,                 2.0536,               0.000515,               0.000515,               0.000515
                    227,                 1.3002,                 3.7758,                0.37348,                 2.7066,                 1.6062,                0.21934,                0.70992,                0.58135,                0.33992,                0.15094,                0.48855,                0.30494,                0.08899,                 1.6988,                 4.5024,                0.17705,                  3.142,                 2.1069,              0.0005084,              0.0005084,              0.0005084
                    228,                 1.2468,                 4.0742,                0.33838,                 2.4648,                 1.5494,                0.21529,                0.81679,                0.60591,                0.34649,                0.12877,                0.48855,                0.31431,                0.09721,                 1.6662,                 4.4944,                0.17297,                 2.8826,                 2.0955,              0.0005018,              0.0005018,              0.0005018
                    229,                  1.347,                 4.4005,                0.35998,                 2.7189,                 1.6575,                0.25183,                0.78626,                0.59725,                0.35325,                0.22218,                0.45038,                0.30834,                0.09021,                 1.6037,                 4.4534,                0.18774,                 2.8996,                 2.0467,              0.0004952,              0.0004952,              0.0004952
                    230,                 1.3026,                  4.326,                0.38015,                 2.6553,                  1.641,                0.32851,                0.70992,                0.53724,                0.31125,                0.12523,                0.51145,                0.20903,                0.07059,                 1.6092,                  4.484,                0.20731,                 2.9777,                 2.0091,              0.0004886,              0.0004886,              0.0004886
                    231,                 1.2078,                 4.3381,                0.29342,                 2.6389,                 1.5139,                0.20437,                0.78626,                0.54203,                0.31393,                0.13095,                0.50382,                0.25134,                0.07458,                 1.6301,                 4.5238,                0.18931,                 2.8479,                 2.0326,               0.000482,               0.000482,               0.000482
                    232,                 1.2271,                 4.0761,                0.34124,                 2.6956,                 1.5113,                0.24694,                0.77099,                0.62979,                0.37094,                0.22631,                0.46565,                  0.366,                0.11226,                 1.5976,                 4.4302,                0.18646,                 2.8416,                 1.9926,              0.0004754,              0.0004754,              0.0004754
                    233,                 1.2151,                 4.2874,                0.31875,                 2.4853,                 1.6131,                0.21053,                0.79389,                0.60947,                0.34705,                 0.2286,                0.45038,                0.33501,                0.09555,                 1.6493,                  4.456,                0.19622,                 2.8393,                 2.0494,              0.0004688,              0.0004688,              0.0004688
                    234,                 1.2629,                 4.0288,                0.37687,                 2.6297,                 1.6112,                 0.2297,                0.75573,                0.55453,                0.31634,                0.14617,                0.48092,                0.27295,                0.08197,                 1.6327,                 4.4871,                0.19699,                 3.0175,                 2.0577,              0.0004622,              0.0004622,              0.0004622
                    235,                 1.2368,                 4.1549,                0.32727,                 2.6382,                 1.5599,                0.26722,                0.74046,                0.58809,                0.33396,                 0.1708,                0.47328,                0.32537,                0.10248,                 1.6242,                 4.5088,                0.20189,                 3.0419,                 2.0084,              0.0004556,              0.0004556,              0.0004556
                    236,                 1.2469,                 4.1709,                0.32313,                 2.5753,                 1.5595,                0.22398,                0.75573,                0.60097,                0.34972,                0.39858,                0.39695,                0.35537,                0.11342,                  1.595,                 4.3757,                0.19351,                  2.883,                 2.0237,               0.000449,               0.000449,               0.000449
                    237,                 1.1884,                 3.7166,                0.31524,                 2.6537,                  1.493,                0.22642,                0.73282,                0.57745,                0.32943,                0.22011,                0.45038,                0.32456,                0.10167,                 1.5852,                 4.4375,                0.20307,                 2.9525,                  2.029,              0.0004424,              0.0004424,              0.0004424
                    238,                 1.2078,                 4.3452,                0.37053,                 2.5237,                 1.5288,                0.24789,                0.67176,                0.49823,                0.29415,                 0.1662,                0.45038,                0.28238,                0.08445,                 1.5965,                 4.5185,                0.21107,                 3.2359,                 2.0312,              0.0004358,              0.0004358,              0.0004358
                    239,                 1.2456,                 4.0164,                0.33898,                 2.6519,                 1.5464,                0.25879,                0.78626,                 0.5337,                0.30326,                 0.1608,                0.48855,                0.26021,                0.08091,                 1.7553,                 4.5583,                0.20777,                 3.0389,                 2.1957,              0.0004292,              0.0004292,              0.0004292
                    240,                 1.3311,                 4.5773,                0.38553,                 2.6026,                 1.6425,                0.26247,                0.76336,                0.58389,                0.32833,                0.31263,                0.38931,                0.29668,                0.08113,                 1.6345,                 4.5991,                0.19778,                 3.0139,                 2.0687,              0.0004226,              0.0004226,              0.0004226
                    241,                 1.2762,                 4.3034,                0.34996,                 2.5158,                 1.6444,                0.62743,                0.51145,                0.56544,                 0.3332,                0.42761,                0.32061,                0.28741,                0.08206,                 1.5387,                  4.419,                0.20258,                 2.7395,                 1.9807,               0.000416,               0.000416,               0.000416
                    242,                  1.258,                 4.1622,                0.36753,                 2.4955,                 1.6004,                0.23691,                0.72519,                 0.5711,                 0.3264,                0.44883,                0.31298,                0.31641,                0.09157,                 1.5645,                 4.5177,                0.19825,                 3.0431,                 2.0012,              0.0004094,              0.0004094,              0.0004094
                    243,                 1.2775,                 4.1703,                 0.3437,                 2.5671,                  1.615,                0.28302,                0.68702,                 0.5143,                0.29405,                0.18239,                0.44275,                0.26094,                0.07819,                 1.6091,                 4.5466,                0.20125,                  3.118,                 2.0149,              0.0004028,              0.0004028,              0.0004028
                    244,                 1.2736,                 4.2872,                0.35236,                 2.5519,                 1.6101,                0.57933,                0.54962,                0.56839,                0.32866,                0.54054,                0.30534,                0.32542,                0.09584,                 1.5914,                 4.5098,                0.19241,                 2.8845,                 2.0036,              0.0003962,              0.0003962,              0.0003962
                    245,                  1.307,                 4.3747,                0.38599,                  2.509,                 1.6482,                0.73113,                0.38931,                0.56452,                 0.3199,                0.52234,                0.25045,                0.27904,                0.08512,                 1.6173,                  4.491,                0.19393,                 2.6661,                 2.0507,              0.0003896,              0.0003896,              0.0003896
                    246,                 1.2659,                 4.2177,                0.38251,                 2.6186,                 1.6045,                0.68869,                0.43909,                0.56325,                0.31556,                 0.4863,                0.28244,                0.28194,                0.08982,                 1.6169,                 4.4986,                0.20076,                 2.7798,                 2.0502,               0.000383,               0.000383,               0.000383
                    247,                 1.1616,                 3.9554,                0.33628,                  2.529,                 1.4916,                0.22779,                0.76336,                0.59103,                0.33361,                0.19624,                0.44275,                0.27828,                0.08194,                 1.6092,                 4.5633,                0.19963,                 2.7979,                 2.0211,              0.0003764,              0.0003764,              0.0003764
                    248,                 1.1682,                 3.9559,                0.35303,                 2.6001,                 1.4683,                0.29206,                0.70229,                0.56912,                0.32618,                0.19048,                0.45802,                0.28752,                0.08385,                 1.5996,                 4.5279,                0.19609,                 3.0666,                 2.0266,              0.0003698,              0.0003698,              0.0003698
                    249,                 1.2309,                 4.1517,                 0.3493,                 2.4352,                 1.5597,                0.59911,                0.49618,                0.54831,                0.31258,                0.38712,                0.32061,                0.25392,                0.07668,                 1.5653,                  4.474,                0.19336,                 2.8119,                 1.9805,              0.0003632,              0.0003632,              0.0003632
                    250,                 1.1346,                 3.9678,                 0.3212,                 2.3926,                  1.491,                0.49563,                0.64122,                0.57561,                0.34277,                0.38066,                0.31905,                0.27775,                0.08523,                 1.5776,                 4.4937,                0.19116,                 2.8804,                 1.9934,              0.0003566,              0.0003566,              0.0003566
                    251,                 1.2473,                  4.439,                0.38162,                 2.5145,                 1.5285,                0.24533,                0.70229,                0.54618,                0.32713,                0.34852,                0.35115,                0.26918,                0.08951,                 1.5924,                 4.4838,                0.18901,                 3.1872,                 2.0321,                0.00035,                0.00035,                0.00035
                    252,                 1.2438,                 4.3429,                0.37519,                 2.4287,                 1.5899,                0.23573,                0.72519,                0.53928,                0.31806,                0.35369,                0.37405,                0.26299,                0.08297,                 1.6261,                 4.4856,                0.19291,                 3.0459,                 2.0361,              0.0003434,              0.0003434,              0.0003434
                    253,                 1.2288,                  4.123,                0.34626,                 2.6649,                 1.5166,                0.24722,                0.67939,                0.52277,                0.29944,                0.44661,                0.35115,                 0.3189,                 0.0992,                 1.6264,                 4.4821,                0.19103,                  3.143,                 2.0492,              0.0003368,              0.0003368,              0.0003368
                    254,                 1.2341,                 4.0547,                0.32418,                 2.4754,                 1.5902,                  0.708,                0.45802,                0.55537,                0.32405,                0.51891,                0.25191,                0.27627,                0.08668,                  1.582,                 4.4581,                0.17614,                 2.7848,                 2.0233,              0.0003302,              0.0003302,              0.0003302
                    255,                 1.2589,                 4.1269,                0.33386,                 2.6711,                 1.5627,                0.35611,                0.61832,                0.50117,                0.28862,                0.41828,                0.32061,                0.26232,                0.08036,                 1.5937,                 4.5327,                0.17822,                 3.0739,                 2.0438,              0.0003236,              0.0003236,              0.0003236
                    256,                 1.2976,                 4.2195,                0.33268,                 2.7214,                 1.5715,                0.24642,                0.65649,                0.48403,                 0.2828,                0.15186,                0.40458,                0.25676,                0.08166,                 1.6477,                 4.5204,                0.19112,                 3.3645,                 2.0665,               0.000317,               0.000317,               0.000317
                    257,                 1.1433,                 3.9228,                0.33863,                 2.4381,                 1.4661,                0.19753,                0.73282,                0.41839,                0.24455,                0.12551,                0.46565,                0.21927,                0.06618,                 1.5791,                  4.503,                0.18812,                 3.1195,                  2.017,              0.0003104,              0.0003104,              0.0003104
                    258,                  1.133,                 4.3267,                0.32935,                  2.501,                 1.4593,                0.49581,                0.57252,                0.47828,                0.28101,                0.34485,                0.34351,                0.23506,                 0.0722,                 1.5395,                 4.4517,                0.18422,                 2.8236,                 1.9842,              0.0003038,              0.0003038,              0.0003038
                    259,                  1.166,                 4.1033,                 0.3407,                 2.5059,                 1.5246,                0.24112,                0.72519,                0.46071,                0.26979,                0.14721,                0.44275,                0.22657,                0.06688,                 1.5842,                 4.4513,                0.18576,                 3.0356,                 1.9959,              0.0002972,              0.0002972,              0.0002972
                    260,                 1.0482,                 3.8213,                0.30342,                 2.3729,                 1.3576,                0.27515,                0.70992,                0.51129,                0.29383,                0.16568,                0.42748,                 0.2434,                0.07881,                 1.5817,                 4.4731,                0.18544,                 3.1495,                 1.9941,              0.0002906,              0.0002906,              0.0002906
                    261,                 1.0747,                 4.1304,                0.31554,                 2.4979,                 1.3823,                0.33673,                0.75573,                0.53938,                0.32121,                0.20408,                0.45802,                 0.2443,                0.07864,                 1.5702,                 4.4778,                0.18946,                 3.2125,                 1.9788,               0.000284,               0.000284,               0.000284
                    262,                 1.2277,                 4.6046,                0.35157,                 2.5845,                 1.5442,                0.29769,                0.78626,                0.58071,                0.35481,                0.17052,                0.45038,                0.27599,                0.08884,                 1.5556,                 4.4306,                0.18426,                 3.0225,                 1.9787,              0.0002774,              0.0002774,              0.0002774
                    263,                 1.1611,                 3.9079,                0.28559,                 2.4883,                 1.4854,                0.28056,                0.77099,                0.59385,                0.36907,                0.43856,                0.37405,                0.33457,                0.11227,                 1.5675,                 4.4544,                0.17988,                 3.0198,                 1.9898,              0.0002708,              0.0002708,              0.0002708
                    264,                 1.2429,                  4.013,                0.32936,                 2.4634,                 1.5677,                0.52646,                0.58558,                0.58215,                0.35395,                0.38755,                0.31399,                0.27551,                0.08863,                 1.6027,                 4.4941,                0.18422,                 2.9541,                 1.9953,              0.0002642,              0.0002642,              0.0002642
                    265,                 1.2347,                  3.888,                0.33118,                  2.519,                 1.5359,                0.27824,                0.77099,                 0.5581,                0.32661,                0.30375,                0.38168,                0.25747,                0.08327,                 1.6033,                 4.4724,                0.18617,                 2.9684,                 1.9884,              0.0002576,              0.0002576,              0.0002576
                    266,                  1.257,                 3.8783,                 0.3282,                 2.6444,                  1.574,                0.27762,                0.74809,                0.56241,                0.33446,                0.38093,                0.38168,                0.30087,                0.09346,                 1.5816,                  4.492,                0.18754,                 2.9807,                 1.9727,               0.000251,               0.000251,               0.000251
                    267,                 1.0872,                 4.1043,                0.29755,                 2.4019,                 1.4307,                0.27479,                0.74046,                 0.5909,                0.35212,                0.32872,                0.38168,                0.29801,                0.09507,                 1.5694,                 4.4749,                0.18505,                 2.9536,                 1.9588,              0.0002444,              0.0002444,              0.0002444
                    268,                 1.1692,                 3.9741,                0.35017,                 2.4909,                  1.507,                0.25469,                0.72519,                0.53116,                0.32087,                 0.3997,                0.34351,                0.26397,                0.08474,                 1.5467,                  4.437,                0.18573,                  2.988,                 1.9514,              0.0002378,              0.0002378,              0.0002378
                    269,                 1.2185,                 3.9472,                0.33199,                 2.5126,                 1.5337,                0.26316,                0.72519,                0.49547,                0.29896,                0.23631,                0.39695,                0.22661,                0.07144,                 1.5709,                 4.4891,                0.19151,                 3.0686,                 1.9841,              0.0002312,              0.0002312,              0.0002312
                    270,                 1.2187,                  4.068,                0.34345,                 2.4495,                 1.5099,                  0.256,                0.73282,                0.51085,                0.30307,                0.27354,                0.37405,                0.24386,                 0.0784,                 1.6152,                 4.5004,                0.18817,                 3.1056,                 2.0363,              0.0002246,              0.0002246,              0.0002246
                    271,                 1.1417,                 3.9163,                 0.3077,                 2.4845,                 1.4745,                0.26849,                0.74809,                0.55745,                0.32725,                0.41492,                0.36641,                 0.2932,                0.08719,                 1.6253,                 4.5293,                0.18171,                 3.0444,                 2.0732,               0.000218,               0.000218,               0.000218
                    272,                 1.1723,                 4.3148,                0.34346,                 2.5021,                 1.5092,                0.28869,                0.74046,                0.56607,                0.33356,                0.38276,                0.36641,                0.28081,                0.09299,                 1.6258,                 4.5251,                0.18797,                 3.1487,                 2.0472,              0.0002114,              0.0002114,              0.0002114
                    273,                 1.3117,                 4.5943,                0.35998,                 2.5395,                 1.6344,                 0.6115,                0.47328,                0.52713,                0.30463,                0.39451,                0.30534,                 0.2511,                0.08041,                 1.6165,                 4.5033,                0.18999,                 2.8902,                 2.0404,              0.0002048,              0.0002048,              0.0002048
                    274,                 1.1352,                 4.0392,                0.36079,                 2.5697,                 1.4603,                0.47757,                0.55127,                0.52162,                0.31148,                0.33208,                0.38333,                0.26397,                0.08008,                 1.6255,                 4.5144,                0.18951,                 3.0394,                 2.0344,              0.0001982,              0.0001982,              0.0001982
                    275,                 1.1459,                 4.1761,                0.35504,                 2.5725,                 1.4833,                0.25627,                0.70229,                 0.5161,                0.30864,                0.29963,                0.38168,                0.26614,                0.08255,                  1.618,                 4.5488,                0.19711,                 3.1855,                 2.0206,              0.0001916,              0.0001916,              0.0001916
                    276,                 1.1311,                 3.9705,                0.33557,                  2.233,                 1.4875,                0.67168,                0.48092,                0.52836,                0.30968,                0.43943,                0.26718,                0.26754,                0.07909,                  1.601,                 4.5459,                0.19306,                 2.9459,                 2.0149,               0.000185,               0.000185,               0.000185
                    277,                 1.1436,                 4.4277,                0.30273,                 2.4648,                  1.466,                0.63513,                0.51145,                0.55648,                 0.3289,                0.39814,                0.32061,                0.27547,                0.08493,                 1.5844,                  4.496,                0.18587,                 2.9541,                      2,              0.0001784,              0.0001784,              0.0001784
                    278,                 1.2138,                 4.2051,                0.37023,                 2.2228,                 1.5535,                0.28144,                0.71756,                0.55347,                0.32678,                0.17964,                0.45802,                0.26693,                0.08239,                 1.5759,                 4.4875,                0.18647,                 3.0348,                 1.9765,              0.0001718,              0.0001718,              0.0001718
                    279,                 1.2655,                 4.0788,                0.32456,                 2.7774,                 1.4682,                0.36969,                0.68702,                0.55625,                0.33034,                0.23003,                0.42748,                0.26625,                0.08174,                 1.5633,                 4.5411,                0.18811,                 3.0496,                 1.9759,              0.0001652,              0.0001652,              0.0001652
                    280,                 1.1167,                 4.1597,                0.35309,                 2.2854,                 1.4527,                0.29969,                0.74809,                0.55102,                0.33644,                0.38334,                0.38931,                 0.2919,                0.09105,                 1.5755,                 4.5166,                0.18881,                  3.109,                 1.9934,              0.0001586,              0.0001586,              0.0001586
                    281,                 1.1516,                 3.9858,                0.35904,                 2.2747,                 1.4889,                 0.2808,                0.74809,                0.55021,                0.33822,                0.45489,                0.31298,                0.30565,                  0.091,                 1.5699,                 4.5241,                0.19276,                 2.9895,                 2.0037,               0.000152,               0.000152,               0.000152
